1951-State,1951-District ,1961-State,1961-District ,1971-State ,1971-District ,1981-State,1981-District,1991-State,1991-District,2001-State,2001-District,2011-State,2011-District,2024-State,2024-District
Hyderabad,Adilabad,Andhra Pradesh,Adilabad,Andhra Pradesh,Adilabad,Andhra Pradesh,Adilabad,Andhra Pradesh,Adilabad,Andhra Pradesh,Adilabad,Andhra Pradesh,Adilabad,Telangana,Kumuram Bheem
Hyderabad,Adilabad,Andhra Pradesh,Adilabad,Andhra Pradesh,Adilabad,Andhra Pradesh,Adilabad,Andhra Pradesh,Adilabad,Andhra Pradesh,Adilabad,Andhra Pradesh,Adilabad,Telangana,Mancherial
Hyderabad,Adilabad,Andhra Pradesh,Adilabad,Andhra Pradesh,Adilabad,Andhra Pradesh,Adilabad,Andhra Pradesh,Adilabad,Andhra Pradesh,Adilabad,Andhra Pradesh,Adilabad,Telangana,Nirmal
Hyderabad,Nizamabad,Andhra Pradesh,Nizamabad,Andhra Pradesh,Nizamabad,Andhra Pradesh,Nizamabad,Andhra Pradesh,Nizamabad,Andhra Pradesh,Nizamabad,Andhra Pradesh,Nizamabad,Telangana,Nizamabad
Hyderabad,Nizamabad,Andhra Pradesh,Nizamabad,Andhra Pradesh,Nizamabad,Andhra Pradesh,Nizamabad,Andhra Pradesh,Nizamabad,Andhra Pradesh,Nizamabad,Andhra Pradesh,Nizamabad,Telangana,Kamareddy
Hyderabad,Karimnagar,Andhra Pradesh,Karimnagar,Andhra Pradesh,Karimnagar,Andhra Pradesh,Karimnagar,Andhra Pradesh,Karimnagar,Andhra Pradesh,Karimnagar,Andhra Pradesh,Karimnagar,Telangana,Karimnagar
Hyderabad,Karimnagar,Andhra Pradesh,Karimnagar,Andhra Pradesh,Karimnagar,Andhra Pradesh,Karimnagar,Andhra Pradesh,Karimnagar,Andhra Pradesh,Karimnagar,Andhra Pradesh,Karimnagar,Telangana,Jagtial
Hyderabad,Karimnagar,Andhra Pradesh,Karimnagar,Andhra Pradesh,Karimnagar,Andhra Pradesh,Karimnagar,Andhra Pradesh,Karimnagar,Andhra Pradesh,Karimnagar,Andhra Pradesh,Karimnagar,Telangana,Peddapalli
Hyderabad,Karimnagar,Andhra Pradesh,Karimnagar,Andhra Pradesh,Karimnagar,Andhra Pradesh,Karimnagar,Andhra Pradesh,Karimnagar,Andhra Pradesh,Karimnagar,Andhra Pradesh,Karimnagar,Telangana,Rajanna Sircilla
Hyderabad,Karimnagar,Andhra Pradesh,Karimnagar,Andhra Pradesh,Karimnagar,Andhra Pradesh,Karimnagar,Andhra Pradesh,Karimnagar,Andhra Pradesh,Karimnagar,Andhra Pradesh,Karimnagar,Telangana,Jayashankar Bhupalpally
Hyderabad,Karimnagar,Andhra Pradesh,Karimnagar,Andhra Pradesh,Karimnagar,Andhra Pradesh,Karimnagar,Andhra Pradesh,Karimnagar,Andhra Pradesh,Karimnagar,Andhra Pradesh,Karimnagar,Telangana,Siddipet
Hyderabad,Medak,Andhra Pradesh,Medak,Andhra Pradesh,Medak,Andhra Pradesh,Medak,Andhra Pradesh,Medak,Andhra Pradesh,Medak,Andhra Pradesh,Medak,Telangana,Medak
Hyderabad,Medak,Andhra Pradesh,Medak,Andhra Pradesh,Medak,Andhra Pradesh,Medak,Andhra Pradesh,Medak,Andhra Pradesh,Medak,Andhra Pradesh,Medak,Telangana,Sangareddy
Hyderabad,Medak,Andhra Pradesh,Medak,Andhra Pradesh,Medak,Andhra Pradesh,Medak,Andhra Pradesh,Medak,Andhra Pradesh,Medak,Andhra Pradesh,Medak,Telangana,Siddipet
Hyderabad,Hyderabad,Andhra Pradesh,Hyderabad,Andhra Pradesh,Hyderabad,Andhra Pradesh,Hyderabad,Andhra Pradesh,Hyderabad,Andhra Pradesh,Hyderabad,Andhra Pradesh,Hyderabad,Telangana,Hyderabad
Hyderabad,Hyderabad,Andhra Pradesh,Hyderabad,Andhra Pradesh,Hyderabad,Andhra Pradesh,Rangareddi,Andhra Pradesh,Rangareddi,Andhra Pradesh,Rangareddi,Andhra Pradesh,Rangareddy,Telangana,Rangareddy
Hyderabad,Hyderabad,Andhra Pradesh,Hyderabad,Andhra Pradesh,Hyderabad,Andhra Pradesh,Rangareddi,Andhra Pradesh,Rangareddi,Andhra Pradesh,Rangareddi,Andhra Pradesh,Rangareddy,Telangana,Medchal–Malkajgiri
Hyderabad,Hyderabad,Andhra Pradesh,Hyderabad,Andhra Pradesh,Hyderabad,Andhra Pradesh,Rangareddi,Andhra Pradesh,Rangareddi,Andhra Pradesh,Rangareddi,Andhra Pradesh,Rangareddy,Telangana,Vikarabad
Hyderabad,Mahbubnagar,Andhra Pradesh,Mahbubnagar,Andhra Pradesh,Mahbubnagar,Andhra Pradesh,Mahbubnagar,Andhra Pradesh,Mahbubnagar,Andhra Pradesh,Mahbubnagar,Andhra Pradesh,Mahbubnagar,Telangana,Mahbubnagar
Hyderabad,Mahbubnagar,Andhra Pradesh,Mahbubnagar,Andhra Pradesh,Mahbubnagar,Andhra Pradesh,Mahbubnagar,Andhra Pradesh,Mahbubnagar,Andhra Pradesh,Mahbubnagar,Andhra Pradesh,Mahbubnagar,Telangana,Jogulamba Gadwal
Hyderabad,Mahbubnagar,Andhra Pradesh,Mahbubnagar,Andhra Pradesh,Mahbubnagar,Andhra Pradesh,Mahbubnagar,Andhra Pradesh,Mahbubnagar,Andhra Pradesh,Mahbubnagar,Andhra Pradesh,Mahbubnagar,Telangana,Nagarkurnool
Hyderabad,Mahbubnagar,Andhra Pradesh,Mahbubnagar,Andhra Pradesh,Mahbubnagar,Andhra Pradesh,Mahbubnagar,Andhra Pradesh,Mahbubnagar,Andhra Pradesh,Mahbubnagar,Andhra Pradesh,Mahbubnagar,Telangana,Wanaparthy
Hyderabad,Mahbubnagar,Andhra Pradesh,Mahbubnagar,Andhra Pradesh,Mahbubnagar,Andhra Pradesh,Mahbubnagar,Andhra Pradesh,Mahbubnagar,Andhra Pradesh,Mahbubnagar,Andhra Pradesh,Mahbubnagar,Telangana,Narayanpet
Hyderabad,Nalgonda,Andhra Pradesh,Nalgonda,Andhra Pradesh,Nalgonda,Andhra Pradesh,Nalgonda,Andhra Pradesh,Nalgonda,Andhra Pradesh,Nalgonda,Andhra Pradesh,Nalgonda,Telangana,Nalgonda
Hyderabad,Nalgonda,Andhra Pradesh,Nalgonda,Andhra Pradesh,Nalgonda,Andhra Pradesh,Nalgonda,Andhra Pradesh,Nalgonda,Andhra Pradesh,Nalgonda,Andhra Pradesh,Nalgonda,Telangana,Suryapet
Hyderabad,Nalgonda,Andhra Pradesh,Nalgonda,Andhra Pradesh,Nalgonda,Andhra Pradesh,Nalgonda,Andhra Pradesh,Nalgonda,Andhra Pradesh,Nalgonda,Andhra Pradesh,Nalgonda,Telangana,Yadadri Bhuvanagiri
Hyderabad,Nalgonda,Andhra Pradesh,Nalgonda,Andhra Pradesh,Nalgonda,Andhra Pradesh,Nalgonda,Andhra Pradesh,Nalgonda,Andhra Pradesh,Nalgonda,Andhra Pradesh,Nalgonda,Telangana,Jangaon
Hyderabad,Warangal,Andhra Pradesh,Warangal,Andhra Pradesh,Warangal,Andhra Pradesh,Warangal,Andhra Pradesh,Warangal,Andhra Pradesh,Warangal,Andhra Pradesh,Warangal,Telangana,Warangal Rural
Hyderabad,Warangal,Andhra Pradesh,Warangal,Andhra Pradesh,Warangal,Andhra Pradesh,Warangal,Andhra Pradesh,Warangal,Andhra Pradesh,Warangal,Andhra Pradesh,Warangal,Telangana,Warangal Urban (Hanamkonda)
Hyderabad,Warangal,Andhra Pradesh,Warangal,Andhra Pradesh,Warangal,Andhra Pradesh,Warangal,Andhra Pradesh,Warangal,Andhra Pradesh,Warangal,Andhra Pradesh,Warangal,Telangana,Jayashankar Bhupalpally
Hyderabad,Warangal,Andhra Pradesh,Warangal,Andhra Pradesh,Warangal,Andhra Pradesh,Warangal,Andhra Pradesh,Warangal,Andhra Pradesh,Warangal,Andhra Pradesh,Warangal,Telangana,Mahabubabad
Hyderabad,Warangal,Andhra Pradesh,Warangal,Andhra Pradesh,Warangal,Andhra Pradesh,Warangal,Andhra Pradesh,Warangal,Andhra Pradesh,Warangal,Andhra Pradesh,Warangal,Telangana,Jangaon
Hyderabad,Warangal,Andhra Pradesh,Warangal,Andhra Pradesh,Warangal,Andhra Pradesh,Warangal,Andhra Pradesh,Warangal,Andhra Pradesh,Warangal,Andhra Pradesh,Warangal,Telangana,Mulugu
Hyderabad,Warangal,Andhra Pradesh,Khammam,Andhra Pradesh,Khammam,Andhra Pradesh,Khammam,Andhra Pradesh,Khammam,Andhra Pradesh,Khammam,Andhra Pradesh,Khammam,Telangana,Khammam
Hyderabad,Warangal,Andhra Pradesh,Khammam,Andhra Pradesh,Khammam,Andhra Pradesh,Khammam,Andhra Pradesh,Khammam,Andhra Pradesh,Khammam,Andhra Pradesh,Khammam,Telangana,Mulugu
Hyderabad,Warangal,Andhra Pradesh,Khammam,Andhra Pradesh,Khammam,Andhra Pradesh,Khammam,Andhra Pradesh,Khammam,Andhra Pradesh,Khammam,Andhra Pradesh,Khammam,Telangana,Bhadradri Kothagudem
Hyderabad,Warangal,Andhra Pradesh,Khammam,Andhra Pradesh,Khammam,Andhra Pradesh,Khammam,Andhra Pradesh,Khammam,Andhra Pradesh,Khammam,Andhra Pradesh,Khammam,Telangana,Mahabubabad
Tripura ,Tripura,Tripura,Tripura ,Tripura,West Tripura,Tripura,West Tripura,Tripura,West Tripura,Tripura,West Tripura,Tripura,West Tripura,Tripura,West Tripura
Tripura ,Tripura,Tripura,Tripura ,Tripura,South Tripura,Tripura,South Tripura,Tripura,South Tripura,Tripura,South Tripura,Tripura,South Tripura,Tripura,South Tripura
Tripura ,Tripura,Tripura,Tripura ,Tripura,North Tripura,Tripura,North Tripura,Tripura,North Tripura,Tripura,Dhalai,Tripura,Dhalai,Tripura,Dhalai
Tripura ,Tripura,Tripura,Tripura ,Tripura,North Tripura,Tripura,North Tripura,Tripura,North Tripura,Tripura,North Tripura,Tripura,North Tripura,Tripura,North Tripura
Tripura,Tripura,Tripura,Tripura,Tripura,South Tripura,Tripura,South Tripura,Tripura,South Tripura,Tripura,South Tripura,Tripura,South Tripura,Tripura,Gomati
Tripura,Tripura,Tripura,Tripura,Tripura,West Tripura,Tripura,West Tripura,Tripura,West Tripura,Tripura,West Tripura,Tripura,West Tripura,Tripura,Khowai
Tripura,Tripura,Tripura,Tripura,Tripura,West Tripura,Tripura,West Tripura,Tripura,West Tripura,Tripura,West Tripura,Tripura,West Tripura,Tripura,Sipahijala
Tripura,Tripura,Tripura,Tripura,Tripura,North Tripura,Tripura,North Tripura,Tripura,North Tripura,Tripura,North Tripura,Tripura,North Tripura,Tripura,Unakoti
Uttar Pradesh,Agra,Uttar Pradesh,Agra,Uttar Pradesh,Agra,Uttar Pradesh,Agra,Uttar Pradesh,Agra,Uttar Pradesh,Agra,Uttar Pradesh,Agra,Uttar Pradesh,Agra
Uttar Pradesh,Aligarh,Uttar Pradesh,Aligarh,Uttar Pradesh,Aligarh,Uttar Pradesh,Aligarh,Uttar Pradesh,Aligarh,Uttar Pradesh,Aligarh,Uttar Pradesh,Aligarh,Uttar Pradesh,Aligarh
Uttar Pradesh,Allahabad,Uttar Pradesh,Allahabad,Uttar Pradesh,Allahabad,Uttar Pradesh,Allahabad,Uttar Pradesh,Allahabad,Uttar Pradesh,Allahabad,Uttar Pradesh,Allahabad,Uttar Pradesh,Prayagraj
Uttar Pradesh,Faizabad,Uttar Pradesh,Faizabad,Uttar Pradesh,Faizabad,Uttar Pradesh,Faizabad,Uttar Pradesh,Faizabad,Uttar Pradesh,Ambedkar Nagar,Uttar Pradesh,Ambedkar Nagar,Uttar Pradesh,Ambedkar Nagar
Uttar Pradesh,Sultanpur,Uttar Pradesh,Sultanpur,Uttar Pradesh,Sultanpur,Uttar Pradesh,Sultanpur,Uttar Pradesh,Sultanpur,Uttar Pradesh,Sultanpur,Uttar Pradesh,Sultanpur,Uttar Pradesh,Amethi
Uttar Pradesh,Etawah,Uttar Pradesh,Etawah,Uttar Pradesh,Etawah,Uttar Pradesh,Etawah,Uttar Pradesh,Etawah,Uttar Pradesh,Auraiya,Uttar Pradesh,Auraiya,Uttar Pradesh,Auraiya
Uttar Pradesh,Azamgarh,Uttar Pradesh,Azamgarh,Uttar Pradesh,Azamgarh,Uttar Pradesh,Azamgarh,Uttar Pradesh,Azamgarh,Uttar Pradesh,Azamgarh,Uttar Pradesh,Azamgarh,Uttar Pradesh,Azamgarh
Uttar Pradesh,Meerut,Uttar Pradesh,Meerut,Uttar Pradesh,Meerut,Uttar Pradesh,Meerut,Uttar Pradesh,Meerut,Uttar Pradesh,Baghpat,Uttar Pradesh,Baghpat,Uttar Pradesh,Baghpat
Uttar Pradesh,Bahraich,Uttar Pradesh,Bahraich,Uttar Pradesh,Bahraich,Uttar Pradesh,Bahraich,Uttar Pradesh,Bahraich,Uttar Pradesh,Bahraich,Uttar Pradesh,Bahraich,Uttar Pradesh,Bahraich
Uttar Pradesh,Ballia,Uttar Pradesh,Ballia,Uttar Pradesh,Ballia,Uttar Pradesh,Ballia,Uttar Pradesh,Ballia,Uttar Pradesh,Ballia,Uttar Pradesh,Ballia,Uttar Pradesh,Ballia
Uttar Pradesh,Gonda,Uttar Pradesh,Gonda,Uttar Pradesh,Gonda,Uttar Pradesh,Gonda,Uttar Pradesh,Gonda,Uttar Pradesh,Balrampur,Uttar Pradesh,Balrampur,Uttar Pradesh,Balrampur
Uttar Pradesh,Banda,Uttar Pradesh,Banda,Uttar Pradesh,Banda,Uttar Pradesh,Banda,Uttar Pradesh,Banda,Uttar Pradesh,Banda,Uttar Pradesh,Banda,Uttar Pradesh,Banda
Uttar Pradesh,Bara Banki,Uttar Pradesh,Bara Banki,Uttar Pradesh,Bara Banki,Uttar Pradesh,Bara Banki,Uttar Pradesh,Bara Banki,Uttar Pradesh,Barabanki,Uttar Pradesh,Bara Banki,Uttar Pradesh,Bara Banki
Uttar Pradesh,Bareilly,Uttar Pradesh,Bareilly,Uttar Pradesh,Bareilly,Uttar Pradesh,Bareilly,Uttar Pradesh,Bareilly,Uttar Pradesh,Bareilly,Uttar Pradesh,Bareilly,Uttar Pradesh,Bareilly
Uttar Pradesh,Basti,Uttar Pradesh,Basti,Uttar Pradesh,Basti,Uttar Pradesh,Basti,Uttar Pradesh,Basti,Uttar Pradesh,Basti,Uttar Pradesh,Basti,Uttar Pradesh,Basti
Uttar Pradesh,Bijnor,Uttar Pradesh,Bijnor,Uttar Pradesh,Bijnor,Uttar Pradesh,Bijnor,Uttar Pradesh,Bijnor,Uttar Pradesh,Bijnor,Uttar Pradesh,Bijnor,Uttar Pradesh,Bijnor
Uttar Pradesh,Budaun,Uttar Pradesh,Budaun,Uttar Pradesh,Budaun,Uttar Pradesh,Budaun,Uttar Pradesh,Budaun,Uttar Pradesh,Budaun,Uttar Pradesh,Budaun,Uttar Pradesh,Budaun
Uttar Pradesh,Bulandshahr,Uttar Pradesh,Bulandshahr,Uttar Pradesh,Bulandshahr,Uttar Pradesh,Bulandshahr,Uttar Pradesh,Bulandshahr,Uttar Pradesh,Bulandshahr,Uttar Pradesh,Bulandshahr,Uttar Pradesh,Bulandshahr
Uttar Pradesh,Banares,Uttar Pradesh,Varanasi,Uttar Pradesh,Varanasi,Uttar Pradesh,Varanasi,Uttar Pradesh,Varanasi,Uttar Pradesh,Chandauli,Uttar Pradesh,Chandauli,Uttar Pradesh,Chandauli
Uttar Pradesh,Banda,Uttar Pradesh,Banda,Uttar Pradesh,Banda,Uttar Pradesh,Banda,Uttar Pradesh,Banda,Uttar Pradesh,Chitrakoot,Uttar Pradesh,Chitrakoot,Uttar Pradesh,Chitrakoot
Uttar Pradesh,Deoria,Uttar Pradesh,Deoria,Uttar Pradesh,Deoria,Uttar Pradesh,Deoria,Uttar Pradesh,Deoria,Uttar Pradesh,Deoria,Uttar Pradesh,Deoria,Uttar Pradesh,Deoria
Uttar Pradesh,Etah,Uttar Pradesh,Etah,Uttar Pradesh,Etah,Uttar Pradesh,Etah,Uttar Pradesh,Etah,Uttar Pradesh,Etah,Uttar Pradesh,Etah,Uttar Pradesh,Etah
Uttar Pradesh,Etawah,Uttar Pradesh,Etawah,Uttar Pradesh,Etawah,Uttar Pradesh,Etawah,Uttar Pradesh,Etawah,Uttar Pradesh,Etawah',Uttar Pradesh,Etawah,Uttar Pradesh,Etawah
Uttar Pradesh,Faizabad,Uttar Pradesh,Faizabad,Uttar Pradesh,Faizabad,Uttar Pradesh,Faizabad,Uttar Pradesh,Faizabad,Uttar Pradesh,Faizabad,Uttar Pradesh,Faizabad,Uttar Pradesh,Ayodhya
Uttar Pradesh,Farrukhabad,Uttar Pradesh,Farrukhabad,Uttar Pradesh,Farrukhabad,Uttar Pradesh,Farrukhabad,Uttar Pradesh,Farrukhabad,Uttar Pradesh,Farrukhabad,Uttar Pradesh,Farrukhabad,Uttar Pradesh,Farrukhabad
Uttar Pradesh,Fatehpur,Uttar Pradesh,Fatehpur,Uttar Pradesh,Fatehpur,Uttar Pradesh,Fatehpur,Uttar Pradesh,Fatehpur,Uttar Pradesh,Fatehpur,Uttar Pradesh,Fatehpur,Uttar Pradesh,Fatehpur
Uttar Pradesh,Agra,Uttar Pradesh,Agra,Uttar Pradesh,Agra,Uttar Pradesh,Agra,Uttar Pradesh,Firozabad,Uttar Pradesh,Firozabad,Uttar Pradesh,Firozabad,Uttar Pradesh,Firozabad
Uttar Pradesh,Mainpuri,Uttar Pradesh,Mainpuri,Uttar Pradesh,Mainpuri,Uttar Pradesh,Mainpuri,Uttar Pradesh,Firozabad,Uttar Pradesh,Firozabad,Uttar Pradesh,Firozabad,Uttar Pradesh,Firozabad
Uttar Pradesh,Bulandshahr,Uttar Pradesh,Bulandshahr,Uttar Pradesh,Bulandshahr,Uttar Pradesh,Bulandshahr,Uttar Pradesh,Bulandshahr,Uttar Pradesh,Gautam Buddha Nagar,Uttar Pradesh,Gautam Buddha Nagar,Uttar Pradesh,Gautam Buddha Nagar
Uttar Pradesh,Bulandshahr,Uttar Pradesh,Bulandshahr,Uttar Pradesh,Bulandshahr,Uttar Pradesh,Ghaziabad,Uttar Pradesh,Ghaziabad,Uttar Pradesh,Gautam Buddha Nagar,Uttar Pradesh,Gautam Buddha Nagar,Uttar Pradesh,Gautam Buddha Nagar
Uttar Pradesh,Meerut,Uttar Pradesh,Meerut,Uttar Pradesh,Meerut,Uttar Pradesh,Ghaziabad,Uttar Pradesh,Ghaziabad,Uttar Pradesh,Ghaziabad,Uttar Pradesh,Ghaziabad,Uttar Pradesh,Ghaziabad
Uttar Pradesh,Bulandshahr,Uttar Pradesh,Bulandshahr,Uttar Pradesh,Bulandshahr,Uttar Pradesh,Ghaziabad,Uttar Pradesh,Ghaziabad,Uttar Pradesh,Ghaziabad,Uttar Pradesh,Ghaziabad,Uttar Pradesh,Ghaziabad
Uttar Pradesh,Ghazipur,Uttar Pradesh,Ghazipur,Uttar Pradesh,Ghazipur,Uttar Pradesh,Ghazipur,Uttar Pradesh,Ghazipur,Uttar Pradesh,Ghazipur,Uttar Pradesh,Ghazipur,Uttar Pradesh,Ghazipur
Uttar Pradesh,Gonda,Uttar Pradesh,Gonda,Uttar Pradesh,Gonda,Uttar Pradesh,Gonda,Uttar Pradesh,Gonda,Uttar Pradesh,Gonda,Uttar Pradesh,Gonda,Uttar Pradesh,Gonda
Uttar Pradesh,Gorakhpur,Uttar Pradesh,Gorakhpur,Uttar Pradesh,Gorakhpur,Uttar Pradesh,Gorakhpur,Uttar Pradesh,Gorakhpur,Uttar Pradesh,Gorakhpur,Uttar Pradesh,Gorakhpur,Uttar Pradesh,Gorakhpur
Uttar Pradesh,Hamirpur,Uttar Pradesh,Hamirpur,Uttar Pradesh,Hamirpur,Uttar Pradesh,Hamirpur,Uttar Pradesh,Hamirpur,Uttar Pradesh,Hamirpur,Uttar Pradesh,Hamirpur,Uttar Pradesh,Hamirpur
Uttar Pradesh,Meerut,Uttar Pradesh,Meerut,Uttar Pradesh,Meerut,Uttar Pradesh,Ghaziabad,Uttar Pradesh,Ghaziabad,Uttar Pradesh,Ghaziabad,Uttar Pradesh,Ghaziabad,Uttar Pradesh,Hapur (Panchsheel Nagar)
Uttar Pradesh,Hardoi,Uttar Pradesh,Hardoi,Uttar Pradesh,Hardoi,Uttar Pradesh,Hardoi,Uttar Pradesh,Hardoi,Uttar Pradesh,Hardoi,Uttar Pradesh,Hardoi,Uttar Pradesh,Hardoi
Uttar Pradesh,Jalaun,Uttar Pradesh,Jalaun,Uttar Pradesh,Jalaun,Uttar Pradesh,Jalaun,Uttar Pradesh,Jalaun,Uttar Pradesh,Jalaun,Uttar Pradesh,Jalaun,Uttar Pradesh,Jalaun
Uttar Pradesh,Jaunpur,Uttar Pradesh,Jaunpur,Uttar Pradesh,Jaunpur,Uttar Pradesh,Jaunpur,Uttar Pradesh,Jaunpur,Uttar Pradesh,Jaunpur,Uttar Pradesh,Jaunpur,Uttar Pradesh,Jaunpur
Uttar Pradesh,Jhansi,Uttar Pradesh,Jhansi,Uttar Pradesh,Jhansi,Uttar Pradesh,Jhansi,Uttar Pradesh,Jhansi,Uttar Pradesh,Jhansi,Uttar Pradesh,Jhansi,Uttar Pradesh,Jhansi
Uttar Pradesh,Moradabad,Uttar Pradesh,Moradabad,Uttar Pradesh,Moradabad,Uttar Pradesh,Moradabad,Uttar Pradesh,Moradabad,Uttar Pradesh,Jyotiba Phule Nagar,Uttar Pradesh,Jyotiba Phule Nagar,Uttar Pradesh,Amroha
Uttar Pradesh,Farrukhabad,Uttar Pradesh,Farrukhabad,Uttar Pradesh,Farrukhabad,Uttar Pradesh,Farrukhabad,Uttar Pradesh,Farrukhabad,Uttar Pradesh,Kannauj,Uttar Pradesh,Kannauj,Uttar Pradesh,Kannauj
Uttar Pradesh,Kanpur,Uttar Pradesh,Kanpur,Uttar Pradesh,Kanpur,Uttar Pradesh,Kanpur,Uttar Pradesh,Kanpur Dehat,Uttar Pradesh,Kanpur Dehat,Uttar Pradesh,Kanpur Dehat,Uttar Pradesh,Kanpur Dehat
Uttar Pradesh,Kanpur,Uttar Pradesh,Kanpur,Uttar Pradesh,Kanpur,Uttar Pradesh,Kanpur,Uttar Pradesh,Kanpur Nagar,Uttar Pradesh,Kanpur Nagar,Uttar Pradesh,Kanpur Nagar,Uttar Pradesh,Kanpur Nagar
Uttar Pradesh,Etah,Uttar Pradesh,Etah,Uttar Pradesh,Etah,Uttar Pradesh,Etah,Uttar Pradesh,Etah,Uttar Pradesh,Etah,Uttar Pradesh,Kanshiram Nagar,Uttar Pradesh,Kasganj
Uttar Pradesh,Allahabad,Uttar Pradesh,Allahabad,Uttar Pradesh,Allahabad,Uttar Pradesh,Allahabad,Uttar Pradesh,Allahabad,Uttar Pradesh,Kaushambi,Uttar Pradesh,Kaushambi,Uttar Pradesh,Kaushambi
Uttar Pradesh,Kheri,Uttar Pradesh,Kheri,Uttar Pradesh,Kheri,Uttar Pradesh,Kheri,Uttar Pradesh,Kheri,Uttar Pradesh,Kheri,Uttar Pradesh,Kheri,Uttar Pradesh,Kheri
Uttar Pradesh,Deoria,Uttar Pradesh,Deoria,Uttar Pradesh,Deoria,Uttar Pradesh,Deoria,Uttar Pradesh,Deoria,Uttar Pradesh,Kushinagar,Uttar Pradesh,Kushinagar,Uttar Pradesh,Kushinagar
Uttar Pradesh,Jhansi,Uttar Pradesh,Jhansi,Uttar Pradesh,Jhansi,Uttar Pradesh,Lalitpur,Uttar Pradesh,Lalitpur,Uttar Pradesh,Lalitpur,Uttar Pradesh,Lalitpur,Uttar Pradesh,Lalitpur
Uttar Pradesh,Lucknow,Uttar Pradesh,Lucknow,Uttar Pradesh,Lucknow,Uttar Pradesh,Lucknow,Uttar Pradesh,Lucknow,Uttar Pradesh,Lucknow,Uttar Pradesh,Lucknow,Uttar Pradesh,Lucknow
Uttar Pradesh,Aligarh,Uttar Pradesh,Aligarh,Uttar Pradesh,Aligarh,Uttar Pradesh,Aligarh,Uttar Pradesh,Aligarh,Uttar Pradesh,Hathras,Uttar Pradesh,Mahamaya Nagar,Uttar Pradesh,Hathras
Uttar Pradesh,Hamirpur,Uttar Pradesh,Hamirpur,Uttar Pradesh,Hamirpur,Uttar Pradesh,Hamirpur,Uttar Pradesh,Hamirpur,Uttar Pradesh,Mahoba,Uttar Pradesh,Mahoba,Uttar Pradesh,Mahoba
Uttar Pradesh,Gorakhpur,Uttar Pradesh,Gorakhpur,Uttar Pradesh,Gorakhpur,Uttar Pradesh,Gorakhpur,Uttar Pradesh,Maharajganj,Uttar Pradesh,Maharajganj,Uttar Pradesh,Mahrajganj,Uttar Pradesh,Mahrajganj
Uttar Pradesh,Mainpuri,Uttar Pradesh,Mainpuri,Uttar Pradesh,Mainpuri,Uttar Pradesh,Mainpuri,Uttar Pradesh,Mainpuri,Uttar Pradesh,Mainpuri,Uttar Pradesh,Mainpuri,Uttar Pradesh,Mainpuri
Uttar Pradesh,Mathura,Uttar Pradesh,Mathura,Uttar Pradesh,Mathura,Uttar Pradesh,Mathura,Uttar Pradesh,Mathura,Uttar Pradesh,Mathura,Uttar Pradesh,Mathura,Uttar Pradesh,Mathura
Uttar Pradesh,Azamgarh,Uttar Pradesh,Azamgarh,Uttar Pradesh,Azamgarh,Uttar Pradesh,Azamgarh,Uttar Pradesh,Mau,Uttar Pradesh,Mau,Uttar Pradesh,Mau,Uttar Pradesh,Mau
Uttar Pradesh,Meerut,Uttar Pradesh,Meerut,Uttar Pradesh,Meerut,Uttar Pradesh,Meerut,Uttar Pradesh,Meerut,Uttar Pradesh,Meerut,Uttar Pradesh,Meerut,Uttar Pradesh,Meerut
Uttar Pradesh,Mirzapur,Uttar Pradesh,Mirzapur,Uttar Pradesh,Mirzapur,Uttar Pradesh,Mirzapur,Uttar Pradesh,Mirzapur,Uttar Pradesh,Mirzapur,Uttar Pradesh,Mirzapur,Uttar Pradesh,Mirzapur
Uttar Pradesh,Moradabad,Uttar Pradesh,Moradabad,Uttar Pradesh,Moradabad,Uttar Pradesh,Moradabad,Uttar Pradesh,Moradabad,Uttar Pradesh,Moradabad,Uttar Pradesh,Moradabad,Uttar Pradesh,Moradabad
Uttar Pradesh,Muzaffarnagar,Uttar Pradesh,Muzaffarnagar,Uttar Pradesh,Muzaffarnagar,Uttar Pradesh,Muzaffarnagar,Uttar Pradesh,Muzaffarnagar,Uttar Pradesh,Muzaffarnagar,Uttar Pradesh,Muzaffarnagar,Uttar Pradesh,Muzaffarnagar
Uttar Pradesh,Pilibhit,Uttar Pradesh,Pilibhit,Uttar Pradesh,Pilibhit,Uttar Pradesh,Pilibhit,Uttar Pradesh,Pilibhit,Uttar Pradesh,Pilibhit,Uttar Pradesh,Pilibhit,Uttar Pradesh,Pilibhit
Uttar Pradesh,Pratapgarh,Uttar Pradesh,Pratapgarh,Uttar Pradesh,Pratapgarh,Uttar Pradesh,Pratapgarh,Uttar Pradesh,Pratapgarh,Uttar Pradesh,Pratapgarh,Uttar Pradesh,Pratapgarh,Uttar Pradesh,Pratapgarh
Uttar Pradesh,Rae Bareli,Uttar Pradesh,Rae Bareli,Uttar Pradesh,Rae Bareli,Uttar Pradesh,Rae Bareli,Uttar Pradesh,Rae Bareli,Uttar Pradesh,Rae Bareli,Uttar Pradesh,Rae Bareli,Uttar Pradesh,Rae Bareli
Uttar Pradesh,Rampur,Uttar Pradesh,Rampur,Uttar Pradesh,Rampur,Uttar Pradesh,Rampur,Uttar Pradesh,Rampur,Uttar Pradesh,Rampur,Uttar Pradesh,Rampur,Uttar Pradesh,Rampur
